to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.05037368888269256	0.050552537227313545	0.8136886429635228	0.8131507553195084	0.18631135703647658	0.18684924468049088	0.0	0.0
0.01	0.05162479507990162	0.05222837429922886	0.8136886429635228	0.8131507553195084	0.18746602063166926	0.18840651671753916	0.006197494417726826	0.008334376944960035
0.02	0.05423685063112724	0.055704967221985736	0.8136886429635228	0.8131507553195084	0.1920755577704602	0.19451656443112803	0.030938536574853508	0.0410347912497486
0.03	0.05760306761676365	0.06040983688203682	0.8136886429635228	0.8131507553195084	0.19963485924306612	0.20471660156303678	0.07151202384286763	0.09562445335595968
0.04	0.06165613108690002	0.06663052947983665	0.8136886429635228	0.8131507553195084	0.20938329696666744	0.21860546758951138	0.12383539198672555	0.1699563889772373
0.05	0.0665475806252845	0.07533968021439993	0.8136886429635228	0.8131507553195084	0.22110592024048967	0.2370135008321106	0.18675492335768293	0.2684744925643117
0.06	0.07259488132707494	0.08907178782793963	0.8136886429635228	0.8131507553195084	0.23506202886700125	0.2627899910857901	0.2616623731691253	0.40642790146225444
0.07	0.08037542949913253	0.11693829736357658	0.8136886429635228	0.8131507553195084	0.2519666524145291	0.30464161185841065	0.35239556204401606	0.6304139327902704
0.08	0.09101053457705949	0.24087263877584786	0.8136886429635228	0.8131507553195084	0.2732103165426155	0.40989802011376214	0.46641794085116134	1.1937365645479647
0.09	0.10698603575005734	1.2000194990639088	0.8136886429635228	0.8131507553195084	0.3015673947828437	0.7949079724289579	0.6186205692431406	3.254274475597894
0.1	0.13508346296526447	2.819717678185894	0.8136886429635228	0.8131507553195084	0.3433660367453759	0.9229835485714812	0.8429689000555705	3.9397231985056607
