to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.05037368888269256	0.05074699298917689	0.8136886429635228	0.8125667346148262	0.18631135703647658	0.18743326538517224	0.0	0.0
0.01	0.05162479507990162	0.05284914888248748	0.8136886429635228	0.8125667346148262	0.18746602063166926	0.1893954756157394	0.006197494417726826	0.010468847280309923
0.02	0.05423685063112724	0.057226953705746764	0.8136886429635228	0.8125667346148262	0.1920755577704602	0.19702429534460067	0.030938536574853508	0.05117037223738817
0.03	0.05760306761676365	0.06351609439288233	0.8136886429635228	0.8125667346148262	0.19963485924306612	0.2101001175741436	0.07151202384286763	0.1209329205378317
0.04	0.06165613108690002	0.07288800687604886	0.8136886429635228	0.8125667346148262	0.20938329696666744	0.22921033743861477	0.12383539198672555	0.22289038163845323
0.05	0.0665475806252845	0.08948033571483184	0.8136886429635228	0.8125667346148262	0.22110592024048967	0.2585277029012551	0.18675492335768293	0.37930533499475116
0.06	0.07259488132707494	0.13797924217595017	0.8136886429635228	0.8125667346148262	0.23506202886700125	0.31734254069819423	0.2616623731691253	0.6930961536953464
0.07	0.08037542949913253	1.1023824260722779	0.8136886429635228	0.8125667346148262	0.2519666524145291	0.7091232988880586	0.35239556204401606	2.7833374851087505
0.08	0.09101053457705949	3.8976643404519997	0.8136886429635228	0.8125667346148262	0.2732103165426155	0.9430596163938666	0.46641794085116134	4.031442067958934
0.09	0.10698603575005734	6.9901067742616965	0.8136886429635228	0.8125667346148262	0.3015673947828437	0.9692051725241765	0.6186205692431406	4.170934681911858
0.1	0.13508346296526447	7.601062320385687	0.8136886429635228	0.8125667346148262	0.3433660367453759	0.9718677743737212	0.8429689000555705	4.185140281137124
