to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.05037368888269256	0.050714285476719245	0.8136886429635228	0.8126649083648795	0.18631135703647658	0.18733509163512058	0.0	0.0
0.01	0.05162479507990162	0.05274675887908185	0.8136886429635228	0.8126649083648795	0.18746602063166926	0.18923110014371508	0.006197494417726826	0.010120946866097194
0.02	0.05423685063112724	0.05697444251364879	0.8136886429635228	0.8126649083648795	0.1920755577704602	0.19661034413639203	0.030938536574853508	0.049511559314990496
0.03	0.05760306761676365	0.06298479097720078	0.8136886429635228	0.8126649083648795	0.19963485924306612	0.20919754880752325	0.07151202384286763	0.11670241267442294
0.04	0.06165613108690002	0.07174849846208001	0.8136886429635228	0.8126649083648795	0.20938329696666744	0.22735868699431186	0.12383539198672555	0.21364708026591572
0.05	0.0665475806252845	0.0865404760460723	0.8136886429635228	0.8126649083648795	0.22110592024048967	0.2544259517771589	0.18675492335768293	0.35813290268495784
0.06	0.07259488132707494	0.1232362145433229	0.8136886429635228	0.8126649083648795	0.23506202886700125	0.304078947708273	0.2616623731691253	0.6231819946501999
0.07	0.08037542949913253	0.6620480216259385	0.8136886429635228	0.8126649083648795	0.2519666524145291	0.557749497696754	0.35239556204401606	1.9772825412929207
0.08	0.09101053457705949	2.9198777852892004	0.8136886429635228	0.8126649083648795	0.2732103165426155	0.9229256628314065	0.46641794085116134	3.9266032048550876
0.09	0.10698603575005734	6.134626202075347	0.8136886429635228	0.8126649083648795	0.3015673947828437	0.9648083659895345	0.6186205692431406	4.15017425495874
0.1	0.13508346296526447	7.275319352276919	0.8136886429635228	0.8126649083648795	0.3433660367453759	0.9706290591845363	0.8429689000555705	4.1812452793151325
