Time,AD,SD,,CTRL,SD,,RATIO,Max range
100,1.26011560693642,1.60693641618497,1.60693641618497,0.543352601156069,0.346820809248556,0.346820809248556,2.31914893617021,4.63333333333332
50,1.01734104046243,1.31791907514451,1.31791907514451,0.231213872832371,0.127167630057804,0.127167630057804,4.39999999999998,10.3636363636363
30,0.820809248554913,1.13294797687861,1.13294797687861,0.231213872832371,0.127167630057804,0.127167630057804,3.54999999999999,8.90909090909086
20,0.427745664739884,0.612716763005781,0.612716763005781,0.219653179190752,0.138728323699422,0.138728323699422,1.94736842105263,4.41666666666666
,,,,,,,3.0541293393057,7.08068181818179
