to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.050373688882683065	0.050600634778726554	37.635750516919934	37.593867944813894	12.364249483080018	12.406132055186117	0.0	0.0
0.01	0.05069472116438901	0.05107288117058208	37.635750516919934	37.593867944813894	12.370868483217505	12.415946731130292	0.0005353337577460646	0.000791114901930527
0.02	0.05126055734245731	0.05187961350656208	37.635750516919934	37.593867944813894	12.398691266259934	12.45621033041385	0.0027855943239457315	0.00403657441376331
0.03	0.051891607473743405	0.052773970438250134	37.635750516919934	37.593867944813894	12.448705304486642	12.527647707793736	0.0068306468194611475	0.009794805670863625
0.04	0.05252349044153565	0.05367844214037472	37.635750516919934	37.593867944813894	12.51621592246722	12.623733439592801	0.012290793678594241	0.017539824938081393
0.05	0.05313529082688076	0.05456776243745223	37.635750516919934	37.593867944813894	12.595899451480053	12.737424553663592	0.018735465401036964	0.026703931330392856
0.06	0.053719554593035485	0.05543226592790032	37.635750516919934	37.593867944813894	12.683193591151987	12.862748506442635	0.025795670696262766	0.03680570618024657
0.07	0.05427320090781724	0.056267524309006445	37.635750516919934	37.593867944813894	12.77452015806423	12.994993303594756	0.033182012021485845	0.04746533776919441
0.08	0.054795671128947926	0.057071066494183746	37.635750516919934	37.593867944813894	12.867185001689887	13.130551656819133	0.04067659094861487	0.058392059540442215
0.09	0.0552870247708693	0.05784029674103887	37.635750516919934	37.593867944813894	12.959211334146781	13.266708520726167	0.04811952815097632	0.06936702444500464
0.1	0.05574774822981085	0.05857819855604196	37.635750516919934	37.593867944813894	13.049179589310876	13.401437598658099	0.055396011473899644	0.08022690223226474
