to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.050373688882683065	0.050683421518575515	37.635750516919934	37.5786129537828	12.364249483080018	12.421387046217289	0.0	0.0
0.01	0.05069472116438901	0.051207979277445845	37.635750516919934	37.5786129537828	12.370868483217505	12.432312718492424	0.0005353337577460646	0.0008795855273234264
0.02	0.05126055734245731	0.052096822486559356	37.635750516919934	37.5786129537828	12.398691266259934	12.476838122994106	0.0027855943239457315	0.0044641614153472595
0.03	0.051891607473743405	0.05308191552673719	37.635750516919934	37.5786129537828	12.448705304486642	12.55558955720123	0.0068306468194611475	0.0108041485612358
0.04	0.05252349044153565	0.05408205218464877	37.635750516919934	37.5786129537828	12.51621592246722	12.661487607239556	0.012290793678594241	0.019329609497627333
0.05	0.05313529082688076	0.05507110393371473	37.635750516919934	37.5786129537828	12.595899451480053	12.786976160599144	0.018735465401036964	0.0294322295104063
0.06	0.053719554593035485	0.05603882619474308	37.635750516919934	37.5786129537828	12.683193591151987	12.925664929301876	0.025795670696262766	0.04059755011322634
0.07	0.05427320090781724	0.05698026624022725	37.635750516919934	37.5786129537828	12.77452015806423	13.072501941187396	0.033182012021485845	0.05241885568394651
0.08	0.054795671128947926	0.057891405917846486	37.635750516919934	37.5786129537828	12.867185001689887	13.223598665647847	0.04067659094861487	0.06458309498333017
0.09	0.0552870247708693	0.05877291567587704	37.635750516919934	37.5786129537828	12.959211334146781	13.376003745389148	0.04811952815097632	0.07685266513473397
0.1	0.05574774822981085	0.05962054675205467	37.635750516919934	37.5786129537828	13.049179589310876	13.527499916154836	0.055396011473899644	0.08904906238103209
