to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.050373688882683065	0.05057594096928708	37.635750516919934	37.59842063529014	12.364249483080018	12.401579364709917	0.0	0.0
0.01	0.05069472116438901	0.05103232313238443	37.635750516919934	37.59842063529014	12.370868483217505	12.41105762672619	0.0005353337577460646	0.0007642786243214051
0.02	0.05126055734245731	0.0518140521670905	37.635750516919934	37.59842063529014	12.398691266259934	12.450025257726288	0.0027855943239457315	0.003906429301596001
0.03	0.051891607473743405	0.052680831344585406	37.635750516919934	37.59842063529014	12.448705304486642	12.519233319102314	0.0068306468194611475	0.009487013785292089
0.04	0.05252349044153565	0.05355653257084214	37.635750516919934	37.59842063529014	12.51621592246722	12.612341909265737	0.012290793678594241	0.016994814802021772
0.05	0.05313529082688076	0.05441603775455713	37.635750516919934	37.59842063529014	12.595899451480053	12.722462947420698	0.018735465401036964	0.025874412707779088
0.06	0.053719554593035485	0.05524993381619958	37.635750516919934	37.59842063529014	12.683193591151987	12.843760779590706	0.025795670696262766	0.03565525018039765
0.07	0.05427320090781724	0.0560539646236559	37.635750516919934	37.59842063529014	12.77452015806423	12.971631921785432	0.033182012021485845	0.0459661257902089
0.08	0.054795671128947926	0.05682599134733592	37.635750516919934	37.59842063529014	12.867185001689887	13.102558214114342	0.04067659094861487	0.05652335309800451
0.09	0.0552870247708693	0.05756427112705079	37.635750516919934	37.59842063529014	12.959211334146781	13.23389786673275	0.04811952815097632	0.06711391166767747
0.1	0.05574774822981085	0.058269200410159545	37.635750516919934	37.59842063529014	13.049179589310876	13.363689105598562	0.055396011473899644	0.07757961406322453
