to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.050373688882683065	0.05071428547672001	37.635750516919934	37.572928865215054	12.364249483080018	12.427071134784889	0.0	0.0
0.01	0.05069472116438901	0.05125802232752643	37.635750516919934	37.572928865215054	12.370868483217505	12.438404651395457	0.0005353337577460646	0.0009120022318729828
0.02	0.05126055734245731	0.05217685306417027	37.635750516919934	37.572928865215054	12.398691266259934	12.484487601933008	0.0027855943239457315	0.004620273475976452
0.03	0.051891607473743405	0.0531952374360807	37.635750516919934	37.572928865215054	12.448705304486642	12.565915018540219	0.0068306468194611475	0.011172695661706552
0.04	0.05252349044153565	0.05423073234795026	37.635750516919934	37.572928865215054	12.51621592246722	12.675408055079691	0.012290793678594241	0.01998354379735358
0.05	0.05313529082688076	0.05525697489602607	37.635750516919934	37.572928865215054	12.595899451480053	12.80523601518377	0.018735465401036964	0.030430732736400873
0.06	0.053719554593035485	0.05626344749359215	37.635750516919934	37.572928865215054	12.683193591151987	12.948864269578804	0.025795670696262766	0.04198842423403795
0.07	0.05427320090781724	0.057245161500316645	37.635750516919934	37.572928865215054	12.77452015806423	13.101123078895837	0.033182012021485845	0.05424061203159885
0.08	0.054795671128947926	0.05819856315038263	37.635750516919934	37.572928865215054	12.867185001689887	13.258026906086931	0.04067659094861487	0.06686658201996572
0.09	0.0552870247708693	0.05912156257078539	37.635750516919934	37.572928865215054	12.959211334146781	13.416541085357503	0.04811952815097632	0.07962213620898709
0.1	0.05574774822981085	0.06001231526065583	37.635750516919934	37.572928865215054	13.049179589310876	13.574370346662002	0.055396011473899644	0.09232257540279809
