to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.050373688882683065	0.05062671093053961	37.635750516919934	37.589061594573515	12.364249483080018	12.410938405426482	0.0	0.0
0.01	0.05069472116438901	0.05111557806568008	37.635750516919934	37.589061594573515	12.370868483217505	12.421105801499001	0.0005353337577460646	0.0008192286304534537
0.02	0.05126055734245731	0.05194845805622685	37.635750516919934	37.589061594573515	12.398691266259934	12.462726459354739	0.0027855943239457315	0.004172775034127484
0.03	0.051891607473743405	0.052871612513049324	37.635750516919934	37.589061594573515	12.448705304486642	12.536489936191009	0.0068306468194611475	0.010116199650916953
0.04	0.05252349044153565	0.05380637874681917	37.635750516919934	37.589061594573515	12.51621592246722	12.635695133710703	0.012290793678594241	0.018109567620281663
0.05	0.05313529082688076	0.05472714816666084	37.635750516919934	37.589061594573515	12.595899451480053	12.753129670547246	0.018735465401036964	0.027571747916430443
0.06	0.053719554593035485	0.05562405602009555	37.635750516919934	37.589061594573515	12.683193591151987	12.88268435490753	0.025795670696262766	0.03801049800350193
0.07	0.05427320090781724	0.056492485874412635	37.635750516919934	37.589061594573515	12.77452015806423	13.019535807202525	0.033182012021485845	0.04903717848683737
0.08	0.054795671128947926	0.05732986782040779	37.635750516919934	37.589061594573515	12.867185001689887	13.159985490438448	0.04067659094861487	0.0603537831341148
0.09	0.0552870247708693	0.05813455143398355	37.635750516919934	37.589061594573515	12.959211334146781	13.301241235488513	0.04811952815097632	0.07173533547412991
0.1	0.05574774822981085	0.05890536772951194	37.635750516919934	37.589061594573515	13.049179589310876	13.441218657021812	0.055396011473899644	0.0830138880670665
