to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.050373688882683065	0.0506542699513723	37.635750516919934	37.58398325787619	12.364249483080018	12.416016742123858	0.0	0.0
0.01	0.05069472116438901	0.05116055618939145	37.635750516919934	37.58398325787619	12.370868483217505	12.42655410502659	0.0005353337577460646	0.0008486910996971415
0.02	0.05126055734245731	0.05202077389302775	37.635750516919934	37.58398325787619	12.398691266259934	12.46959350080327	0.0027855943239457315	0.004315132605905904
0.03	0.051891607473743405	0.05297416702091063	37.635750516919934	37.58398325787619	12.448705304486642	12.545793565592602	0.0068306468194611475	0.010452371816514172
0.04	0.05252349044153565	0.05394077069923226	37.635750516919934	37.58398325787619	12.51621592246722	12.648265926811412	0.012290793678594241	0.018705611430081363
0.05	0.05313529082688076	0.054894725481324354	37.635750516919934	37.58398325787619	12.595899451480053	12.76962821450721	0.018735465401036964	0.028480267039561268
0.06	0.053719554593035485	0.05582598023999002	37.635750516919934	37.58398325787619	12.683193591151987	12.903631885524588	0.025795670696262766	0.03927307392767892
0.07	0.05427320090781724	0.05672975024057004	37.635750516919934	37.58398325787619	12.77452015806423	13.045340527996325	0.033182012021485845	0.050686447911861957
0.08	0.054795671128947926	0.05760312265963906	37.635750516919934	37.58398325787619	12.867185001689887	13.19096163853313	0.04067659094861487	0.062414936489261795
0.09	0.0552870247708693	0.0584444569024526	37.635750516919934	37.58398325787619	12.959211334146781	13.337625036257188	0.04811952815097632	0.07422737205295374
0.1	0.05574774822981085	0.0592522201907629	37.635750516919934	37.58398325787619	13.049179589310876	13.483179472010558	0.055396011473899644	0.08595049056805262
