to	calcium(uM)	calcium-ad(uM)	F	F ad	Ca_F	Ca_F_ad	Ca_F_CaF0	Ca_F_CaF0_ad
0.0	0.050373688882683065	0.05074699298926813	37.635750516919934	37.566907133162545	12.364249483080018	12.43309286683754	0.0	0.0
0.01	0.05069472116438901	0.05131085979889458	37.635750516919934	37.566907133162545	12.370868483217505	12.444851780320198	0.0005353337577460646	0.0009457754083073927
0.02	0.05126055734245731	0.05226112324320985	37.635750516919934	37.566907133162545	12.398691266259934	12.49256843166814	0.0027855943239457315	0.004783650011111614
0.03	0.051891607473743405	0.05331451087972389	37.635750516919934	37.566907133162545	12.448705304486642	12.576799403664761	0.0068306468194611475	0.011558390045531263
0.04	0.05252349044153565	0.054387300368702624	37.635750516919934	37.566907133162545	12.51621592246722	12.69006755248644	0.012290793678594241	0.02066860502058348
0.05	0.05313529082688076	0.05545293440788986	37.635750516919934	37.566907133162545	12.595899451480053	12.82446736376717	0.018735465401036964	0.03147845038409805
0.06	0.053719554593035485	0.056500733816987045	37.635750516919934	37.566907133162545	12.683193591151987	12.973308092986578	0.025795670696262766	0.04344978614210619
0.07	0.05427320090781724	0.057525389002870304	37.635750516919934	37.566907133162545	12.77452015806423	13.13130668608666	0.033182012021485845	0.05615769356243179
0.08	0.054795671128947926	0.058523379964346575	37.635750516919934	37.566907133162545	12.867185001689887	13.294378405281545	0.04067659094861487	0.06927363510179263
0.09	0.0552870247708693	0.05949221272532754	37.635750516919934	37.566907133162545	12.959211334146781	13.459402736405341	0.04811952815097632	0.08254662621440313
0.1	0.05574774822981085	0.06042975196188143	37.635750516919934	37.566907133162545	13.049179589310876	13.624009036824651	0.055396011473899644	0.09578599490426147
